Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
15.2,6,133.4,249.09160015203344,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,11049,60,4434,1104.9,1674.1059604059317,1104.9,0.0040467977523803,10,2802630.766666667
21.6,6,50.8,726.5380218257405,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,6192,60,2954,619.2,994.7923066315568,619.2,0.0013767004013061,10,989611.7333333336
24.4,6,80.5,176.99800395832366,0.0,0.1,0.1,0.1,0.7,0.0,0.0,7,1,0,1,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,734,60,156,73.4,29.36437751199005,73.4,0.0072129964828491,10,862.2666666666669
18.8,6,92.8,445.354484545387,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,16756,60,4434,1675.6,1589.9016880857062,1675.6,0.0024518013000488,10,2527787.377777778
18.8,6,64.0,14990.36454610436,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,646,60,106,64.6,14.546477236774544,64.6,0.0021505117416381,10,211.5999999999999
17.6,6,102.2,188.92495349287643,0.0,0.0,0.0,0.2,0.6,0.0,0.0,6,0,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,966,60,214,96.6,60.54603390992858,96.6,0.0052932024002075,10,3665.8222222222216
28.4,6,65.0,438.07944183909007,0.0,0.0,0.0,0.4,0.9,0.0,0.0,9,0,0,0,0.0,0.5,0.0,0.0,0.0,0.2,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,2399,60,1514,239.9,449.5416060339193,239.9,0.0026618957519531,10,202087.65555555557
18.8,6,107.1,293.7969487678794,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,15436,60,4434,1543.6,1659.325378312256,1543.6,0.0038206100463867,10,2753360.711111112
17.6,6,73.5,292.02957681756783,0.0,0.0,0.0,0.2,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,3610,60,2974,361.0,918.6101821048288,361.0,0.0034584999084472,10,843844.6666666666
21.2,6,65.0,242.67115639410088,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,2126,60,1514,212.6,457.6413442861123,212.6,0.0041208982467651,10,209435.6
26.0,6,83.1,340.50755816785465,0.0,0.0,0.0,0.6,0.7,0.0,0.0,7,0,0,0,0.0,0.1,0.0,0.0,0.0,0.6,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,2222,60,1140,222.2,326.39914215573543,222.2,0.0042800903320312,10,106536.39999999998
14.4,6,86.4,245.2178386847829,0.0,0.0,0.0,0.2,0.5,0.0,0.0,5,0,0,0,0.0,0.4,0.0,0.0,0.0,0.1,0.0,0.5,0.4,0.0,0.0,0.1,0.0,1.0,1.0,5440,60,2974,544.0,1019.2171287589096,544.0,0.0052194118499755,10,1038803.5555555556
28.4,6,114.3,195.457549082199,0.1,0.1,0.0,0.4,0.7,0.1,0.1,7,1,1,0,0.0,0.6,0.0,0.0,0.0,0.2,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1443,60,667,144.3,186.1851229287668,144.3,0.0051162958145141,10,34664.90000000001
