Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
30.8,6,199.6,486.0031053741512,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1109,60,521,110.9,144.10678910678246,110.9,0.002117896080017,10,20766.766666666677
29.6,6,199.6,93.29922545456164,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,914,66,230,91.4,56.31696014523512,91.4,0.0107183218002319,10,3171.6000000000004
27.2,6,174.2,90.2119202734122,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.1,0.0,0.0,0.0,1.0,1.0,7484,66,2922,748.4,959.2865636039688,748.4,0.0116328954696655,10,920230.7111111112
33.2,6,63.2,67.1082197610903,0.0,0.0,0.0,0.3,1.0,0.0,0.0,10,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,784,66,156,78.4,27.785687762667397,78.4,0.0163625955581665,10,772.0444444444445
32.0,6,137.2,4604.06586169045,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5148,66,1514,514.8,689.7925291950713,514.8,0.0015629053115844,10,475813.7333333333
32.0,6,64.0,2778.420773714892,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15625,1514,1999,1562.5,153.3704665181664,1562.5,0.0004343032836914,10,23522.5
32.0,6,63.6,180.6713733733648,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12456,66,2962,1245.6,886.6580450708655,1245.6,0.0055964946746826,10,786162.488888889
28.8,6,211.1,392.5743862374931,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.1,0.0,0.0,0.9,0.9,1161,60,573,116.1,160.54936935410242,116.1,0.002593994140625,10,25776.10000000001
32.0,6,197.6,3516.0566686226844,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,691,66,97,69.1,9.803060746521975,69.1,0.0002845048904418,10,96.1
24.8,6,167.3,472.698831299095,0.1,0.0,0.0,0.0,0.7,0.0,0.0,7,0,1,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,2090,60,1514,209.0,458.538984166014,209.0,0.0021156072616577,10,210258.0
32.0,6,82.2,3505.1846899548723,0.1,0.0,0.0,0.1,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,11782,66,1514,1178.2,603.6219935614598,1178.2,0.0003282785415649,10,364359.5111111111
28.4,6,185.3,53.33136671748504,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1077,66,230,107.7,59.71422685498732,107.7,0.0196268081665039,10,3565.7888888888883
27.2,6,73.8,50.965825965655846,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,8299,60,2962,829.9,1205.5717361945372,829.9,0.0220746040344238,10,1453403.2111111109
32.0,6,163.8,118.6534348726421,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7191,66,2962,719.1,1105.5965157124706,719.1,0.0084300994873046,10,1222343.6555555551
29.6,6,149.1,33.789934326280445,0.0,0.0,0.0,0.3,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1126,66,230,112.6,63.02768351200041,112.6,0.0295947074890136,10,3972.488888888888
32.8,6,63.2,78.72650248043712,0.0,0.1,0.0,0.2,0.9,0.1,0.1,9,1,0,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12974,66,4410,1297.4,1351.0595183863004,1297.4,0.0161691904067993,10,1825361.822222222
32.0,6,214.3,536.5069456880452,0.0,0.0,0.0,0.1,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,750,66,156,75.0,28.46049894151541,75.0,0.0084155082702636,10,810.0
13.6,17,82.3,71.04594615195684,0.0,0.0,0.0,0.1,0.3,0.0,0.0,3,0,0,0,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.2,0.0,0.0,0.8,0.8,980,60,230,98.0,54.37115248201221,98.0,0.0156869888305664,10,2956.222222222222
12.8,17,106.6,68.7531083364888,0.0,0.0,0.0,0.1,0.2,0.0,0.0,2,0,0,0,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.0,0.0,0.0,1.0,1.0,1326,60,349,132.6,117.70320490302906,132.6,0.0151190996170043,10,13854.044444444444
18.4,17,134.9,75.04354858332916,0.0,0.1,0.0,0.1,0.3,0.0,0.0,3,1,0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.6,0.0,0.0,0.0,0.0,1.0,1.0,3216,62,1514,321.6,437.9008512843468,321.6,0.0145939111709594,10,191757.1555555556
28.0,6,101.0,907.2688730261737,0.0,0.1,0.0,0.1,0.8,0.0,0.0,8,1,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,15672,74,4410,1567.2,1472.3348652923885,1567.2,0.0023783922195434,10,2167769.955555556
32.0,6,163.8,139.53246373050962,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,944,66,317,94.4,78.89824670633264,94.4,0.0076524972915649,10,6224.933333333331
32.0,6,163.8,318.24937591526106,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3368,66,1514,336.8,551.8028633488594,336.8,0.0031424045562744,10,304486.4000000001
32.0,6,130.3,74.9861266054521,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,952,66,156,95.2,38.61145483460115,95.2,0.0149631023406982,10,1490.8444444444444
20.8,6,75.8,100.94886013555144,0.0,0.1,0.0,0.2,0.4,0.0,0.0,4,1,0,0,0.0,0.3,0.5,0.0,0.0,0.2,0.0,0.5,0.5,0.0,0.0,0.0,0.0,1.0,1.0,893,66,156,89.3,27.608573547601715,89.3,0.0115093946456909,10,762.2333333333332
26.4,6,54.3,168.58338324015162,0.0,0.1,0.0,0.1,0.7,0.0,0.0,7,1,0,0,0.1,0.6,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.1,0.1,0.0,0.9,0.9,5151,60,2962,515.1,970.5575087431848,515.1,0.0061420917510986,10,941981.8777777776
20.8,6,52.8,104.00424516839334,0.0,0.1,0.0,0.3,0.7,0.0,0.0,7,1,0,0,0.0,0.7,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.1,0.1,0.0,0.9,0.9,5675,60,2777,567.5,891.3930732909647,567.5,0.0096656084060668,10,794581.6111111111
22.4,6,54.4,488.3514385180528,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5584,60,1214,558.4,569.877803665936,558.4,0.0025674104690551,10,324760.7111111111
22.8,6,126.4,124.169715916492,0.0,0.0,0.0,0.1,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,934,60,230,93.4,64.53973797419523,93.4,0.008420181274414,10,4165.377777777778
25.2,6,73.7,54.37269169392234,0.0,0.0,0.0,0.5,0.8,0.0,0.0,8,0,0,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.1,0.0,0.1,0.0,0.0,0.9,0.9,1769,60,364,176.9,117.25418732158116,176.9,0.0199028015136718,10,13748.544444444444
