Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
29.6,6,64.0,148.83604736575032,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,13676,230,1494,1367.6,399.7118962452831,1367.6,0.0069849014282226,10,159769.59999999998
24.8,6,57.6,212.0938323295762,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,4926,60,1494,492.6,691.0366126335131,492.6,0.0079806089401245,10,477531.6
20.0,6,62.3,181.3862893321109,0.0,0.0,0.0,0.0,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.6,0.1,0.0,0.3,0.0,0.0,0.7,0.7,7946,60,1494,794.6,738.9440213349498,794.6,0.0056515932083129,10,546038.2666666666
29.6,6,73.5,162.69415018444317,0.0,0.0,0.0,0.0,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,5092,66,1494,509.2,681.1096827971248,509.2,0.0065281152725219,10,463910.4000000001
32.0,6,60.8,139.10118098093383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12084,66,1494,1208.4,602.0976664960593,1208.4,0.0073211908340454,10,362521.5999999999
26.4,6,61.4,361.7837735263167,0.0,0.1,0.0,0.0,0.7,0.0,0.0,7,1,0,0,0.0,0.7,0.0,0.0,0.0,0.1,0.0,0.8,0.0,0.0,0.0,0.2,0.0,1.0,1.0,3588,66,1494,358.8,598.4388579183898,358.8,0.0054812908172607,10,358129.06666666665
28.0,6,64.0,629.5201644978762,0.0,0.1,0.0,0.1,0.8,0.0,0.0,8,1,0,0,0.0,0.4,0.2,0.0,0.0,0.4,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,6418,66,1494,641.8,733.4814698863678,641.8,0.0017880201339721,10,537995.0666666667
27.2,6,70.9,726.2738307561774,0.0,0.0,0.0,0.3,0.8,0.0,0.0,8,0,0,0,0.0,0.3,0.2,0.0,0.0,0.5,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1781,66,1042,178.1,304.1302535281736,178.1,0.0032983779907226,10,92495.21111111112
32.0,6,64.0,514.0078431372549,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6136,66,1494,613.6,686.506000621181,613.6,0.0024237155914306,10,471290.4888888889
32.0,6,62.4,455.7886615302696,0.0,0.0,0.0,0.4,1.0,0.0,0.0,10,0,0,0,0.0,0.3,0.0,0.0,0.0,0.7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4188,66,1494,418.8,585.0365230764087,418.8,0.0022912979125976,10,342267.7333333333
32.0,6,59.2,129.08251572636738,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,0.9,0.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9228,66,1494,922.8,737.4160291178921,922.8,0.007922887802124,10,543782.3999999999
