Header_Length,Protocol Type,Time_To_Live,Rate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IGMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Variance
32.0,6,61.6,641.3112748845601,0.1,0.0,0.0,0.2,1.0,0.0,0.0,10,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14183,66,4410,1418.3,1217.7507544649684,1418.3,0.0015682935714721,10,1482916.9
29.6,6,63.6,260.1312345724953,0.0,0.0,0.0,0.1,0.9,0.0,0.0,9,0,0,0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,0.9,0.1,0.0,0.0,0.0,0.0,1.0,1.0,12351,66,2962,1235.1,901.0784217936985,1235.1,0.0038624048233032,10,811942.3222222221
24.8,6,181.6,336.35965580567296,0.0,0.0,0.0,0.0,0.7,0.0,0.0,7,0,0,0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,0.7,0.3,0.0,0.0,0.0,0.0,1.0,1.0,702,66,83,70.2,7.192588778272628,70.2,0.0036444902420043,10,51.73333333333334
32.0,6,198.4,2127.144740845928,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3556,66,1514,355.6,610.5304069231752,355.6,0.0005212068557739,10,372747.37777777785
32.0,6,64.0,217.53334854677092,0.1,0.0,0.0,0.3,1.0,0.0,0.0,10,0,1,0,0.1,0.9,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12214,66,2962,1221.4,898.3660723780702,1221.4,0.00468590259552,10,807061.6
22.4,6,173.6,214.97124698887808,0.0,0.0,0.0,0.1,0.6,0.0,0.0,6,0,0,0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1588,66,357,158.8,134.02056226979167,158.8,0.0055585861206054,10,17961.511111111107
32.0,6,231.5,599.48602872865,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,660,66,66,66.0,0.0,66.0,0.0018188953399658,10,0.0
32.0,6,129.6,126.15927883270518,0.0,0.0,0.0,0.2,1.0,0.0,0.0,10,0,0,0,0.3,0.7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,761,66,156,76.1,28.28603895917561,76.1,0.0080542087554931,10,800.1000000000003
27.2,6,168.2,42.74014367962501,0.1,0.0,0.0,0.2,0.8,0.0,0.0,8,0,1,0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1002,66,199,100.2,50.5894147909312,100.2,0.0250530004501342,10,2559.288888888889
28.8,6,81.9,41.91307215341031,0.0,0.2,0.0,0.3,0.6,0.0,0.0,6,2,0,0,0.0,0.8,0.1,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,1.0,1.0,1116,66,230,111.6,58.27749708649701,111.6,0.0314219951629638,10,3396.266666666667
